Rank,Website,Category,Rank Change,Avg. Visit Duration,Pages / Visit,Bounce Rate,Fetched From
3,wikiwiki.jp,Reference Materials > Reference Materials - Other,=,00:06:17,4.28,44.11%,Reference Materials
4,gramedia.com,Reference Materials > Reference Materials - Other,2,00:01:09,2.79,42.05%,Reference Materials
5,pagesjaunes.fr,Reference Materials > Reference Materials - Other,1,00:01:52,2.32,46.61%,Reference Materials
6,laposte.net,Reference Materials > Reference Materials - Other,1,00:07:55,8.0,15.31%,Reference Materials
7,proquest.com,Reference Materials > Reference Materials - Other,2,00:07:29,12.09,28.72%,Reference Materials
8,noor-book.com,Reference Materials > Reference Materials - Other,3,00:02:33,3.23,39.26%,Reference Materials
9,time.is,Reference Materials > Reference Materials - Other,1,00:05:31,5.09,73.16%,Reference Materials
10,amalgama-lab.com,Reference Materials > Reference Materials - Other,3,00:01:28,1.67,62.03%,Reference Materials
11,manualslib.com,Reference Materials > Reference Materials - Other,1,00:03:03,7.01,34.67%,Reference Materials
12,rapidtables.com,Reference Materials > Reference Materials - Other,3,00:02:54,4.38,59.33%,Reference Materials
13,azet.sk,Reference Materials > Reference Materials - Other,1,00:12:06,14.46,21.67%,Reference Materials
14,kompasiana.com,Reference Materials > Reference Materials - Other,3,00:02:59,2.49,59.4%,Reference Materials
15,sinonim.org,Reference Materials > Reference Materials - Other,1,00:03:01,2.36,45.43%,Reference Materials
16,meteored.mx,Reference Materials > Reference Materials - Other,9,00:01:13,2.02,59.16%,Reference Materials
17,worldcat.org,Reference Materials > Reference Materials - Other,3,00:03:59,4.7,42.2%,Reference Materials
18,xo.gr,Reference Materials > Reference Materials - Other,1,00:01:33,1.8,60.51%,Reference Materials
19,ukrlib.com.ua,Reference Materials > Reference Materials - Other,6,00:03:14,2.5,36.07%,Reference Materials
20,worldometers.info,Reference Materials > Reference Materials - Other,2,00:01:06,2.03,70.33%,Reference Materials
21,libguides.com,Reference Materials > Reference Materials - Other,2,00:01:55,2.19,58.27%,Reference Materials
22,wikidata.org,Reference Materials > Reference Materials - Other,1,00:01:31,2.32,61.09%,Reference Materials
23,lexilogos.com,Reference Materials > Reference Materials - Other,1,00:02:02,2.0,71.49%,Reference Materials
24,yabiladi.com,Reference Materials > Reference Materials - Other,5,00:05:00,2.37,71.6%,Reference Materials
25,brainyquote.com,Reference Materials > Reference Materials - Other,1,00:01:39,2.37,57.57%,Reference Materials
26,ebscohost.com,Reference Materials > Reference Materials - Other,7,00:04:29,5.52,32.83%,Reference Materials
27,wikiquote.org,Reference Materials > Reference Materials - Other,=,00:01:15,1.88,70.76%,Reference Materials
28,shamela.ws,Reference Materials > Reference Materials - Other,3,00:02:40,4.38,36.14%,Reference Materials
29,pkup.fr,Reference Materials > Reference Materials - Other,5,00:02:10,1.47,72.18%,Reference Materials
30,azquotes.com,Reference Materials > Reference Materials - Other,=,00:02:09,3.13,59.05%,Reference Materials
31,menetrendek.hu,Reference Materials > Reference Materials - Other,3,00:03:00,2.18,45.19%,Reference Materials
32,alukah.net,Reference Materials > Reference Materials - Other,2,00:01:45,1.83,60.97%,Reference Materials
33,mensagemaniversario.com.br,Reference Materials > Reference Materials - Other,1,00:01:00,1.51,54.14%,Reference Materials
34,aldiwan.net,Reference Materials > Reference Materials - Other,1,00:01:52,2.85,50.6%,Reference Materials
35,toolforge.org,Reference Materials > Reference Materials - Other,1,00:01:25,1.82,64.53%,Reference Materials
36,1xlite-646451.top,Reference Materials > Reference Materials - Other,=,00:02:28,2.35,60.01%,Reference Materials
37,inwi.ma,Reference Materials > Reference Materials - Other,2,00:02:57,2.74,52.96%,Reference Materials
38,foulabook.com,Reference Materials > Reference Materials - Other,1,00:01:41,3.24,40.29%,Reference Materials
39,spellbee.org,Reference Materials > Reference Materials - Other,1,00:05:32,3.02,54.02%,Reference Materials
40,senjo-pianist.jp,Reference Materials > Reference Materials - Other,30,00:00:39,1.81,64.83%,Reference Materials
41,negisoku.com,Reference Materials > Reference Materials - Other,1,00:01:50,1.79,67.33%,Reference Materials
42,lifeder.com,Reference Materials > Reference Materials - Other,9,00:02:01,1.56,76.06%,Reference Materials
43,famikura-store.jp,Reference Materials > Reference Materials - Other,2,00:04:01,4.9,40.21%,Reference Materials
44,jitenon.jp,Reference Materials > Reference Materials - Other,3,00:03:55,4.02,55.71%,Reference Materials
45,mots-croises-solutions.com,Reference Materials > Reference Materials - Other,2,00:02:21,2.68,64.3%,Reference Materials
46,login.gov.az,Reference Materials > Reference Materials - Other,=,00:06:18,3.43,9.22%,Reference Materials
47,guinnessworldrecords.com,Reference Materials > Reference Materials - Other,=,00:00:47,1.87,61.07%,Reference Materials
48,2net.co.il,Reference Materials > Reference Materials - Other,2,00:09:27,3.36,51.25%,Reference Materials
49,lovetoknow.com,Reference Materials > Reference Materials - Other,7,00:01:02,1.58,60.63%,Reference Materials
50,citaty.net,Reference Materials > Reference Materials - Other,2,00:01:27,1.88,50.71%,Reference Materials
1,timeanddate.com,Science and Education > Astronomy,=,00:01:30,2.7,60.22%,Science and Education
2,printables.com,Science and Education > Astronomy,=,00:05:00,7.13,37.28%,Science and Education
3,space.com,Science and Education > Astronomy,=,00:01:01,1.61,55.71%,Science and Education
4,dailygalaxy.com,Science and Education > Astronomy,=,00:00:55,1.57,63.72%,Science and Education
5,spaceweatherlive.com,Science and Education > Astronomy,=,00:01:05,1.85,62.3%,Science and Education
6,shiid4u.com,Science and Education > Astronomy,8,00:02:38,2.1,64.71%,Science and Education
7,cloudynights.com,Science and Education > Astronomy,=,00:05:00,3.77,48.33%,Science and Education
8,zeiss.com,Science and Education > Astronomy,=,00:04:08,5.68,38.68%,Science and Education
9,myflixer.is,Science and Education > Astronomy,2,00:07:22,4.71,33.36%,Science and Education
10,earthsky.org,Science and Education > Astronomy,4,00:00:49,1.45,66.05%,Science and Education
11,moongiant.com,Science and Education > Astronomy,2,00:00:56,4.36,47.51%,Science and Education
12,astronomy.com,Science and Education > Astronomy,1,00:01:02,1.61,62.16%,Science and Education
13,spaceweather.com,Science and Education > Astronomy,3,00:01:08,1.5,68.68%,Science and Education
14,skyatnightmagazine.com,Science and Education > Astronomy,2,00:00:45,1.59,65.5%,Science and Education
15,sab.gov.co,Science and Education > Astronomy,22,00:03:34,4.07,36.61%,Science and Education
16,highpointscientific.com,Science and Education > Astronomy,6,00:03:00,3.85,44.03%,Science and Education
17,clearoutside.com,Science and Education > Astronomy,4,00:02:28,1.65,52.12%,Science and Education
18,skyandtelescope.org,Science and Education > Astronomy,2,00:00:45,1.8,55.21%,Science and Education
19,nasaspaceflight.com,Science and Education > Astronomy,4,00:03:28,5.32,48.46%,Science and Education
20,inaf.it,Science and Education > Astronomy,1,00:02:22,4.92,50.2%,Science and Education
21,eso.org,Science and Education > Astronomy,1,00:01:59,2.54,54.51%,Science and Education
22,astrobin.com,Science and Education > Astronomy,4,00:04:01,7.63,38.57%,Science and Education
23,celestron.com,Science and Education > Astronomy,5,00:02:10,3.24,45.54%,Science and Education
24,planetary.org,Science and Education > Astronomy,1,00:00:46,1.66,54.99%,Science and Education
25,heavens-above.com,Science and Education > Astronomy,2,00:02:18,4.71,37.62%,Science and Education
26,jhuapl.edu,Science and Education > Astronomy,2,00:03:29,4.66,43.1%,Science and Education
27,aanda.org,Science and Education > Astronomy,4,00:02:03,2.19,47.63%,Science and Education
28,usra.edu,Science and Education > Astronomy,4,00:04:42,3.29,54.56%,Science and Education
29,webbtelescope.org,Science and Education > Astronomy,1,00:01:29,3.62,43.06%,Science and Education
30,hubblesite.org,Science and Education > Astronomy,2,00:01:18,2.62,49.35%,Science and Education
31,nextspaceflight.com,Science and Education > Astronomy,6,00:00:57,2.0,46.42%,Science and Education
32,astroarts.co.jp,Science and Education > Astronomy,15,00:02:27,3.31,59.74%,Science and Education
33,astrogeo.va.it,Science and Education > Astronomy,4,00:00:16,1.22,47.32%,Science and Education
34,agenaastro.com,Science and Education > Astronomy,5,00:01:32,2.78,49.19%,Science and Education
35,stsci.edu,Science and Education > Astronomy,=,00:21:45,9.93,38.94%,Science and Education
36,astronomy.ru,Science and Education > Astronomy,14,00:05:43,3.66,41.47%,Science and Education
37,aas.org,Science and Education > Astronomy,4,00:01:28,2.51,49.36%,Science and Education
38,in-the-sky.org,Science and Education > Astronomy,4,00:01:02,2.16,52.27%,Science and Education
39,griffithobservatory.org,Science and Education > Astronomy,3,00:01:06,2.4,49.48%,Science and Education
40,firstlightoptics.com,Science and Education > Astronomy,2,00:02:22,6.98,41.98%,Science and Education
41,clockfaceonline.co.uk,Science and Education > Astronomy,=,00:01:07,1.97,52.88%,Science and Education
42,astronomie.de,Science and Education > Astronomy,6,00:06:14,8.5,40.41%,Science and Education
43,nineplanets.org,Science and Education > Astronomy,4,00:00:29,2.01,45.17%,Science and Education
44,solarsystemscope.com,Science and Education > Astronomy,8,00:00:50,2.03,53.04%,Science and Education
45,astronet.ru,Science and Education > Astronomy,1,00:01:07,2.45,46.58%,Science and Education
46,obspm.fr,Science and Education > Astronomy,5,00:03:39,4.77,47.32%,Science and Education
47,stelvision.com,Science and Education > Astronomy,9,00:00:53,1.85,46.74%,Science and Education
48,newscientist.nl,Science and Education > Astronomy,8,00:01:44,2.06,65.99%,Science and Education
49,kasi.re.kr,Science and Education > Astronomy,6,00:01:20,2.28,52.33%,Science and Education
50,vinayuppal.com,Science and Education > Astronomy,45,00:07:01,4.62,39.16%,Science and Education
1,nature.com,Science and Education > Biology,=,00:03:15,2.42,59.16%,Science and Education
2,oup.com,Science and Education > Biology,=,00:02:42,2.57,56.18%,Science and Education
3,frontiersin.org,Science and Education > Biology,=,00:02:34,2.19,62.08%,Science and Education
4,biomedcentral.com,Science and Education > Biology,=,00:02:10,1.74,66.3%,Science and Education
5,doodle.com,Science and Education > Biology,=,00:02:42,3.27,38.06%,Science and Education
6,doi.org,Science and Education > Biology,=,00:01:40,1.58,74.01%,Science and Education
7,springernature.com,Science and Education > Biology,=,00:03:10,3.56,44.86%,Science and Education
8,cell.com,Science and Education > Biology,=,00:02:43,2.53,53.73%,Science and Education
9,inaturalist.org,Science and Education > Biology,1,00:05:31,7.22,43%,Science and Education
10,z-lib.id,Science and Education > Biology,1,00:02:31,6.21,30.55%,Science and Education
11,silverchair.com,Science and Education > Biology,=,00:01:46,1.63,72.91%,Science and Education
12,biorxiv.org,Science and Education > Biology,=,00:02:14,2.41,53.82%,Science and Education
13,letpub.com.cn,Science and Education > Biology,1,00:03:50,3.21,34.75%,Science and Education
14,aspca.org,Science and Education > Biology,1,00:00:58,2.01,56.67%,Science and Education
15,biorender.com,Science and Education > Biology,3,00:05:31,6.0,30.63%,Science and Education
16,a-z-animals.com,Science and Education > Biology,3,00:00:51,2.06,49.74%,Science and Education
17,iris.go.kr,Science and Education > Biology,17,00:05:18,10.49,19.66%,Science and Education
18,benchling.com,Science and Education > Biology,12,00:08:02,8.02,32.53%,Science and Education
19,charite.de,Science and Education > Biology,3,00:04:59,5.06,43.68%,Science and Education
20,sciquest.com,Science and Education > Biology,2,00:09:42,11.29,15.29%,Science and Education
21,cmu.edu.tw,Science and Education > Biology,1,00:02:34,3.32,55.68%,Science and Education
22,nycu.edu.tw,Science and Education > Biology,3,00:06:20,8.01,33.56%,Science and Education
23,ut.ee,Science and Education > Biology,=,00:07:58,7.98,26.81%,Science and Education
24,hubermanlab.com,Science and Education > Biology,9,00:03:17,2.77,47.86%,Science and Education
25,pebblego.com,Science and Education > Biology,7,00:06:37,15.94,7.49%,Science and Education
26,asm.org,Science and Education > Biology,1,00:02:07,1.98,60.23%,Science and Education
27,ebi.ac.uk,Science and Education > Biology,4,00:05:07,5.18,39.27%,Science and Education
28,volgistics.com,Science and Education > Biology,4,00:04:26,6.25,33.73%,Science and Education
29,atyponrex.com,Science and Education > Biology,1,00:05:26,4.91,24.52%,Science and Education
30,europepmc.org,Science and Education > Biology,1,00:01:29,1.71,59.6%,Science and Education
31,bio-faq.ru,Science and Education > Biology,23,00:02:35,2.05,36.97%,Science and Education
32,rcsb.org,Science and Education > Biology,5,00:03:52,4.04,42.89%,Science and Education
33,researchsquare.com,Science and Education > Biology,6,00:01:08,2.54,53.4%,Science and Education
34,endnote.com,Science and Education > Biology,1,00:03:11,2.95,41.32%,Science and Education
35,amrita.edu,Science and Education > Biology,14,00:03:38,5.47,42.1%,Science and Education
36,kew.org,Science and Education > Biology,=,00:03:27,5.39,45.55%,Science and Education
37,i-egybest.com,Science and Education > Biology,11,00:01:34,2.89,45.45%,Science and Education
38,genome.gov,Science and Education > Biology,6,00:01:19,1.53,70.8%,Science and Education
39,paperpile.com,Science and Education > Biology,1,00:07:11,3.19,43.06%,Science and Education
40,royalsocietypublishing.org,Science and Education > Biology,=,00:01:24,1.84,55.98%,Science and Education
41,sci-hub.pub,Science and Education > Biology,16,00:01:09,1.54,67.37%,Science and Education
42,ablesci.com,Science and Education > Biology,7,00:04:40,5.67,46.58%,Science and Education
43,sandiegozoo.org,Science and Education > Biology,1,00:02:57,3.22,45.13%,Science and Education
44,biospace.com,Science and Education > Biology,3,00:01:19,1.85,67.02%,Science and Education
45,physiology.org,Science and Education > Biology,1,00:01:57,2.07,55.81%,Science and Education
46,cabidigitallibrary.org,Science and Education > Biology,7,00:01:19,1.86,56.46%,Science and Education
47,int-res.com,Science and Education > Biology,1,00:00:25,1.57,49.46%,Science and Education
48,ibric.org,Science and Education > Biology,5,00:02:38,4.06,36.19%,Science and Education
49,wellesu.com,Science and Education > Biology,32,00:04:27,3.08,42.63%,Science and Education
50,retractionwatch.com,Science and Education > Biology,29,00:01:19,1.78,59.2%,Science and Education
1,oreilly.com,Science and Education > Business Training,=,00:05:36,7.63,47.94%,Science and Education
2,tac-school.co.jp,Science and Education > Business Training,=,00:03:57,4.02,51.3%,Science and Education
3,tafensw.edu.au,Science and Education > Business Training,2,00:04:37,6.03,32.67%,Science and Education
4,u-can.co.jp,Science and Education > Business Training,1,00:02:01,2.58,67.47%,Science and Education
5,allfloridasafetyinstitute.com,Science and Education > Business Training,7,00:01:30,1.38,74.4%,Science and Education
6,iata.org,Science and Education > Business Training,2,00:03:32,4.96,43.54%,Science and Education
7,kakomonn.com,Science and Education > Business Training,1,00:14:23,7.63,36.17%,Science and Education
8,niidpo.ru,Science and Education > Business Training,=,00:05:03,6.27,32.17%,Science and Education
9,c-c-j.com,Science and Education > Business Training,2,00:02:33,3.35,45.85%,Science and Education
10,lec-jp.com,Science and Education > Business Training,=,00:05:20,5.99,44.09%,Science and Education
11,hogent.be,Science and Education > Business Training,2,00:08:14,10.4,20.57%,Science and Education
12,cbt-s.com,Science and Education > Business Training,1,00:02:52,2.37,56.92%,Science and Education
13,torrens.edu.au,Science and Education > Business Training,14,00:05:56,6.12,32.93%,Science and Education
14,open.edu.au,Science and Education > Business Training,5,00:02:39,4.33,44.34%,Science and Education
15,tafesa.edu.au,Science and Education > Business Training,28,00:09:54,11.64,28%,Science and Education
16,foresight.jp,Science and Education > Business Training,2,00:10:21,5.63,45.09%,Science and Education
17,u-can.jp,Science and Education > Business Training,4,00:08:59,8.62,42.54%,Science and Education
18,teambuilding.com,Science and Education > Business Training,5,00:00:54,1.47,62.39%,Science and Education
19,sanko.ac.jp,Science and Education > Business Training,6,00:05:24,3.85,48.04%,Science and Education
20,northmetrotafe.wa.edu.au,Science and Education > Business Training,44,00:04:24,5.55,28.13%,Science and Education
21,kentei.ne.jp,Science and Education > Business Training,5,00:03:16,4.11,43.73%,Science and Education
22,btt.network,Science and Education > Business Training,=,00:01:10,3.08,36.26%,Science and Education
23,provincedeliege.be,Science and Education > Business Training,7,00:03:05,5.93,30.73%,Science and Education
24,kdg.be,Science and Education > Business Training,10,00:08:22,6.7,21.83%,Science and Education
25,hermods.se,Science and Education > Business Training,5,00:07:00,5.98,23.54%,Science and Education
26,sanno.ac.jp,Science and Education > Business Training,2,00:05:42,6.32,36.71%,Science and Education
27,careers.duolingo.com,Science and Education > Business Training,8,00:01:39,3.35,52.19%,Science and Education
28,pxl.be,Science and Education > Business Training,13,00:08:17,8.3,31.05%,Science and Education
29,idrivesafely.com,Science and Education > Business Training,12,00:13:15,11.53,47.65%,Science and Education
30,o-hara.ac.jp,Science and Education > Business Training,3,00:06:49,6.99,38.73%,Science and Education
